id,berita,label
188,"The US Treasury says it has updated Trump on the remaining concerns about China’s trade practices and awaits the president’s action to address them, a sign that a trade war is still a possibility despite recent progress.“Secretary Mnuchin updated President Trump on the Treasury Department’s progress,” a Treasury spokeswoman said in an emailed statement to Reuters on Tuesday.“The Secretary discussed options for the President’s consideration on the matter.”The spokeswoman did not elaborate on the proposed investment restrictions or other possible actions that the Trump administration was considering as part of an ongoing probe into China’s intellectual property practices.On Sunday, Beijing and Washington said they had agreed stop imposing heavy tariffs as punitive measures against each other in a bid to push back the possibility of a trade war.The agreement came on Sunday after delegations led by Mnuchin and China’s…",0
189,"Trade war and the political independence of the working class7 July 2018The decision of the United States to proceed with the imposition of tariffs on $34 billion worth of Chinese goods, coupled with threats from President Trump to impose an additional $500 billion in tariffs, marks a further stage in the breakdown of the post-World War II capitalist order.It is an unmistakeable sign that the trade war measures have an essential military dimension and are a major component of the preparations by the US to launch war against its rivals—that is, a world war—should that be considered necessary to maintain Washington’s global dominance.The lessons of the disastrous decade of the 1930s and the role of such measures in creating the conditions for world war had been learned, it was universally declared.The United States has launched what the Chinese Commerce Ministry has rightly described as “the largest trade war in economic history,” or, as others have noted, the most sweeping measures since the infamous Smoot-Hawley tariff of 1930.In 1938, on the eve of the outbreak of World War II, Leon Trotsky wrote that that the bourgeoisie “toboggans with…",0
190,Rising KashmirGet - On the Play Store.,0
191,"Meantime, lawmakers in Washington are squabbling over how to craft a farm bill.“We can do some good things in the farm bill with regard to SNAP (the Supplemental Nutrional Assistance Program) without doing any damage to the program.”Negotiations over the farm bill — about 80 percent of it is SNAP; other major things include commodity supports and conservation efforts — often are a slog.The current farm bill expires Sept. 30.The Senate has yet to offer its version of the farm bill, though a North Dakota senator has said they’ll start working on the bill in committee next week.Sonny Perdue (@SecretarySonny) May 30, 2018They discussed the controversial farm bill with Senate Ag Committee Chairman Pat Roberts and Senator Jerry Moran.",0
192,"(CNN Money) — Wall Street has tried to ignore warning signs about a trade war for months.On Monday evening, President Donald Trump escalated trade tensions with China.He threatened to impose tariffs on an additional $200 billion worth of Chinese goods if Beijing follows through with its promise to retaliate against a previous round of US tariffs.“The strategy now seems a trade war of attrition,” he said in a note to clients.Related: Where to invest in a trade warThere is no end in sight to the trade fight, as both sides continue to up the ante.",0
193,"""We have spoken to China and we are in the middle of negotiations,"" Trump said, adding that loss of American jobs from unfair trade was one of the main reasons he had been elected in 2016.The United States runs a $375 billion goods trade deficit with China.White House officials told a briefing ahead of the trade announcement that the administration was eyeing tariffs on $50 billion in Chinese goods.Eissenstat said the investigation clearly demonstrates unfair practices by China, which forces US investors to turn over key technologies to Chinese firms.The exemption from tariffs, if it is confirmed, followed EU Trade Commissioner Cecilia Malmstrom's trip to Washington for talks with Lighthizer and US Commerce Secretary Wilbur Ross.",0
194,"Beijing – China warned the United States on Thursday that upping the ante in a tit-for-tat trade war will ""only serve to disappoint"" the world as Washington threatened to raise the tariff rate on the next $200 billion of Chinese imports.Beijing said it would be forced to take countermeasures to defend Chinese interests, free trade and the international order.""The US has no regard for the world... playing both soft and hard ball with China will not have any effect, and only serve to disappoint the countries and territories opposed to a trade war,"" China's Ministry of Commerce said in a statement, adding that it still hopes to turn the situation around.Foreign Ministry spokesman Geng Shuang called Washington's actions ""blackmail"" and urged the United States ""to return to rationality and not act on impulse.Trump has threatened to slap tariffs on virtually all of China's exports to the United States.",0
195,"After months of build-up, Donald Trump has finally imposed 25 percent tariffs on $34 billion of Chinese imports.The trade war between the world’s two largest economies just got real.He added that another $16 billion of tariffs on Chinese goods could follow in “two weeks,” and that his administration was ready to go with additional tariffs of $200 billion and $300 billion.In total, these levies could eventually effect $550 billion in Chinese imports.While most believe that the trade war is bad for the world-at-large, opinion remains divided on which country will actually come out on top.",0
196,"The Trump administration’s decision to launch a trade war against China is “regrettable,” said Gary Locke, former US secretary of commerce.The former US ambassador to China also said tariffs are a “terrible way” to address America’s economic concerns as “there are no winners in a trade war.” (CGTN)Share this: PocketTelegramPrint",0
197,"A 2014 White Paper from U.S. Army Special Operations Command on Unconventional Warfare discusses different methods of warfare being used by various adversaries.These methods include trade warfare, financial warfare, ecological warfare, psychological warfare, smuggling warfare, media warfare, drug warfare, network warfare, technological warfare, fabrication warfare, resources warfare, economic aid warfare, cultural warfare, and international law warfare.”This is more than abstract theory.There is actual recent historical evidence to prove nations use trade and economic warfare to accomplish a goal.China used trade warfare, and lawfare to rival the U.S. and the least policymakers can do is recognize that.These are just two recent examples of trade warfare.",0
198,"China has been preparing for such action and will undoubtedly strike back in a variety of ways.Last November, Boeing signed an agreement to sell 300 planes to China worth $37 billion.General MotorsGM sells way more vehicles in China than in the United States.In late 2016, China fined GM's China joint venture $29 million for ""price fixing,"" or setting minimum prices for certain Cadillac, Chevy and Buick models.The fine followed comments from the then-President-elect Trump questioning the ""One China"" policy, in which Washington acknowledges Beijing's claim that Taiwan is part of China.",0
199,"Dennis Slater, President of the Association of Equipment Manufacturers, says his organization is disappointed that the Trump Administration is moving forward with more tariffs on China.Slater says the tariffs target vital parts and components used in equipment manufacturing throughout the U.S. “They will also drive up the cost of manufacturing in the U.S. and risk many of the 1.3 million good-paying manufacturing jobs our industry supports,” Slater says.Starting last Friday, U.S. Customs and Border Protection will now collect duties on $34 billion dollars worth of tariffs.An additional $16 billion in more tariffs are said to be in the works.From the National Association of Farm Broadcasters News Service",0
200,"WASHINGTON -- North Carolina farmers lost many crops and lots of livestock during Hurricane Florence, but some North Carolina farm leaders worry they could end up missing out on even more in the storm’s aftermath.North Carolina farming officials say the way the $12 billion federal program is set up, a farmer only gets assistance based on how much crop they produce.In other words, if they lost fields of crops during the storm, they miss out on that extra help.“In many cases you’re not going to have any yield at all, so that’s adding insult to injury,” said Larry Wooten, president of the North Carolina Farm Bureau.In a statement, North Carolina Agriculture Commissioner Steve Troxler wrote, “When [U.S. Agriculture Sec.",0
201,"President Trump ups the ante with new tariffs on Chinese goods.On this edition of ""Capital Tonight,"" we tell you how Texas ranchers are reacting to threats of a trade war.Also, the President touted tax reform in West Virginia, Thursday.We broke down how he plans to use the law to boost Republican votes in November.The longtime Democratic lawmakers joined us live to discuss his campaign to replace San Antonio's embattled Carlos Uresti.",0
202,"While the viewpoints of the implementations of tariffs varies—Kentucky’s congressional delegation all agree on one thing—No one wins in a trade war.President Trump imposed the tariffs—after frequently criticizing trade agreements with other countries—often saying they aren’t fair to America.“I think farmers are conservative by nature, they don’t like that we are on the front lines of a trade war,” he said.“I think tariffs are going to become a significant issue, you have places in Kentucky with soybean growers where the prices have changed,” he said.Which many are hoping is soon because—as long as the tariffs continue to be imposed the likelihood of a trade war becomes more and more imminent.",0
203,"President Donald Trump on Thursday imposed tariffs on imported steel and aluminum from the European Union, Canada and Mexico, triggering immediate retaliation from U.S. allies and protests from American businesses and farmers.Mexico said it would levy tariffs on American farm products, while Canada zeroed in on the same metals that Trump had slammed.Capping the extraordinary day, Canadian Prime Minister Justin Trudeau revealed that he had rejected an ultimatum from Vice President Pence that any new North American trade deal be renewed at five-year intervals.“We take the view that without a strong economy, you cannot have strong national security,” Ross told reporters.Trump’s announcement lifted American steel and aluminum stocks because those companies stand to benefit from penalties against their foreign competitors.",0
204,"Trade war fears on top of Syrian conflict1 SHARES Share TweetQUITE apart from the fears of a wider war over the recent United States-British-French missile attack on a Syrian chemical weapons center, there is also a growing fear of a trade war between the US and China which could impact on the Philippine economy.In addition to the tariffs, the US reportedly plans to impose new investment restrictions and to take further action at the World Trade Organization.Investor morale, as gauged by a German research institute, fell in the Eurozone on account of trade war fears.Still, if such a full-blown trade war develops, everybody will be affected,” Secretary Dominguez said.“Nobody wins in a trade war,” Dominguez said.",0
205,"Russia, US trade warnings ahead of Syria ‘final battle’August 30, 2018, 5:13 pmRussia has been for weeks warning of a planned false flag operation in the besieged city of Idlib in northwestern Syria allegedly to be carried out by Islamist extremists.The warning comes as Syrian Army forces reinforce their positions around the city currently under the control of the Ahrar Al Sham rebel group affiliated with Al-Qaeda.The Syrian military, with the help of Iran and Russia, is preparing for a final offensive to take Idlib and end the war.Meanwhile, the US warned both Russia and Syria that it would “respond to any verified chemical weapons use in Idlib or elsewhere in Syria”.Both Russia and the US are building up their naval forces off Middle Eastern coasts in the Mediterranean in anticipation of the final thrust to liberate Idlib.",0
206,"From Ray Dalio on LinkedIn:The markets’ reactions to newly imposed tariffs and, more importantly, the possibility of a U.S.-China trade war convey appropriate tip-of-the-iceberg concerns of what a trade war would mean for the U.S., China, and world economies and markets.While I’m not a geopolitical analyst, here’s my thinking based on the time I’ve spent in both the U.S. and China.They are more long-term and strategic than Americans, who are more short-term and confrontational, so how they approach their conflicts is different.The Chinese approach to conflict is more like playing Go without direct attack and the American approach is more like playing chess with direct attack.Because there are now many such things that can be exchanged to help both parties (e.g., opening the financial sector in China, Chinese investment in the U.S., agricultural product imports to China, etc.",0
207,"But the Trump administration delayed implementing these tariffs on some neighbors and allies to give them a chance for trade negotiations, during which Trump hoped to achieve significant concessions.So President Trump finally lost patience and decided to carry out his threats last week.China’s Trade Imbalance Isn’t the Real ProblemThe only trade war President Trump and his administration should focus on is with China.The Trump administration needs all its manpower to address the current trade deficit, China’s unfair trade practices, and China’s future ambitions.Instead, the Trump administration should solely focus on dealing with China, not on deficit alone, but on establishing fair, rule-based trade practices for the two countries.",0
208,"President Trump started his trade war by withdrawing America from several different sets of international negotiations aimed at reducing trade barriers on both sides.It’s probably a good thing that we’re getting back into free trade negotiations, because during Trump’s trade war, those negotiations have kept going without us, as seen in the European Union’s new trade deal with Japan.So the people being hurt by Trump’s tariffs are exactly the kind of employees his trade war is supposed to be helping.So Trump started this trade war by dropping out of free trade talks that were working toward a mutual lowering of tariffs.Maybe that’s what Trump’s trade war is really all about.",0
209,"Over the summer, Campbell created a website that aimed to make it easier for Canadians to support their own businesses.The website, called Made in Canada, acts as a database that lists products from furniture to clothing and fast food.The website includes products with components from Canada, products assembled in Canada, and those that support Canadian labour.“We kind of had the idea of what we can possibly do to help ourselves and help others find Canadian products,” he said.For more information about Campbell’s initiative, and to view the list of Canadian products, visit www.madeinca.ca.",0
210,"MORE (R-Fla.) blasted Trump’s trade strategy on Tuesday as ineffective.“Sadly #China is out-negotiating the administration & winning the trade talks right now,” he wrote on Twitter.They say Trump was wrong to threaten sanctions, causing turmoil in markets, only to pull back and declare the trade war over, before reversing course again with new threats.After Mnuchin said the trade war was on hold, White House chief economic adviser Larry Kudlow and U.S. Trade Representative Robert Lighthizer Robert (Bob) Emmet LighthizerMcConnell urges GOP senators to call Trump about tariffs Companies brace for trade war MORE undercut him by claiming that tariffs are still possible.Far from it.”Some Republicans think that Mnuchin may be playing the role of “good cop” to Lighthizer’s “bad cop” to maximize leverage in the negotiation.",0
211,"Already facing higher costs for steel and aluminum from U.S. tariffs, Harley-Davidson announced it was shifting production outside the U.S. to avoid the tariffs.The steel and aluminum tariffs have gotten the U.S. into a trade war with some of its largest trading partners.My own research on trade policy uncertainty shows that bilateral and multilateral trade agreements reduce uncertainty and promote investment and exports.Trump walked into this trade war by naively making American 1980s trade policy mistakes — again.American firms won’t wait to find out whether they are on the losing end of trade war.",0
212,WEB DESKLeaders of Southeast Asia have expressed concerns over the US-China trade war.Malaysian Prime Minister Mahathir Mohamad and other regional leaders took the podium on Friday.Cambodian Prime Minister Hun Sen said the tit-for-tat tariff hikes between the US and China are negatively affecting the global economy.He said the trade war and protectionist policies mean countries are closing their doors.Hun Sen said he is worried by US withdrawals from multinational agreements.,0
213,"Officials fear the recent acrimonious G-7 summit in Canada will embolden populist-led governments they dub “the awkward squad” to redouble their pushback on Brussels over migration, public spending,the sovereign rights of member states, and the issue of EU sanctions on Russia.The action would put his government on a collision course with Brussels and the European courts because under EU legislation, member states are required to treat all citizens equally.Austria will take over the six-month rotating presidency of the EU next month, giving it an influential role in setting the bloc’s agenda.Kurz has said his priority for the presidency is to stop more migrants entering the EU by “safeguarding” Europe’s borders.And led by Orban, a liberal-turned-conservative nationalist, they are making no effort to disguise their overall aim of reshaping the EU by taking power away from the EU institutions in Brussels and returning it to national governments.",0
214,"The U.S. and China escalated their acrimonious trade war on Thursday, implementing punitive 25 per cent tariffs on 16 billion dollars worth of each other’s goods, even as mid-level officials from both sides resumed talks in Washington.“China resolutely opposes this, and will continue to take necessary countermeasures,” it said in a brief statement, adding that Beijing will file a complaint over the latest tariffs with the World Trade Organisation (WTO).Economists reckon that every 100 billion dollars of imports hit by tariffs would reduce global trade by around 0.5 per cent.Business groups expressed hope that the meeting would mark the start of serious negotiations over Chinese trade and economic policy changes demanded by Trump.“We hope that the U.S. side can meet China halfway, and with a rational, pragmatic attitude, conscientiously with China get a good result,” Lu said.",0
215,"The (trade) war dogs also are on the loose.Canada’s need for instant gratification in the face of Trump’s insults is so strong that even Trudeau’s most aggressive political opponents are all-in on fighting a trade war they can’t win.So, the trade war is on.This probably isn’t the right moment to launch an aggressive push for inter-provincial free trade since Quebec Premier Phillippe Couillard is distracted by the election.Benoit Daignault, the outgoing head of Export Development Canada, sees just as much opportunity in Europe thanks to the Comprehensive Economic and Trade Agreement.",0
216,"Could new American trade sanctions send the world back to the bad old days?That’s exactly what happened to Bush in 2002 when he brought in his own steel tariffs.The move was a short-lived boon for the American steel industry, creating about 3,500 new jobs.Canada responded with tariffs that cut U.S. exports in half and world trade cratered, devastating economies across the globe.“Global trade totally collapsed That’s not all due to those tariffs, but it’s largely due to those tariffs,” she said.",0
217,"President Trump met with European Commission President Jean-Claude Juncker on Wednesday to discuss trade with the European Union.Trump has refused to back down from his tariffs on European steel and aluminum, while Juncker, representing all EU nations, must attempt to convince him not to additionally impose steep tariffs on European cars.""The relations are very tense, are at a very low point,"" economist Danae Kyriakopoulou told CNBC.Trump on Tuesday tweeted a suggestion that ""both the U.S. and the EU drop all tariffs, barriers, and subsidies.""The two men appeared cordial enough sitting side-by-side in the Oval Office, with Trump offering a few compliments to Juncker.",0
218,"China will impose new tariffs ranging from 5 to 25 percent on American goods worth $60 billion, Beijing said Friday, if the Trump administration follows through on its threat to impose new U.S. tariffs on $200 billion in Chinese products.""In violation of the bilateral consensus reached after multiple rounds of negotiations, the United States has again unilaterally escalated trade frictions,"" the Chinese State Council Tariff Commission said in a statement.""Don't underestimate President Trump's determination to follow through,"" White House economic adviser Larry Kudlow responded.Scroll for 5 things youneed to know now?",0
219,"ADVERTISEMENTPresident Trump isn't just losing his trade war — he's losing his grip on it.Beyond China, Trump is publicly musing about tariffs on all imported cars and parts.Granted, America's auto trade with the European Union is a bit of a mess.In fact, according Politico, Trump's only support for the auto tariffs among his own senior officials comes from trade adviser Peter Navarro.Not even U.S. Trade Representative Robert Lighthizer, who has generally favored Trump's line on trade, is on board.",0
220,"That's what makes his unutterably stupid trade policies so bizarre.Trump's trade war, if measured by the sheer number of people who will be negatively affected, is one of his worst accomplishments to date.But more significant than Trump's expectedly fuzzy math is his strange claim that stopping trade would save America money.In response to Trump's tariffs on a basket of 800 Chinese goods, China has levied a 25 percent tax on 545 U.S. exports, including agricultural products like rice, beef, pork, and more.It can't ""replace the deterioration of long-term contracts and relationships,"" Brian Kuehl of Farmers for Free Trade told The Hill.",0
221,"President Trump seems determined to impose steep tariffs on aluminum and steel imports, despite strong objections from his own party and warnings from economists that the move will cost American consumers and America jobs, Trevor Noah said on Monday's Daily Show.""White Ben Carson"" Wilbur Ross, Trump's commerce secretary, argues unpersuasively that the price hikes won't be too bad for consumers, but the move seems likely to spark a trade war.""See, it starts at steel and aluminum and now we're up to whisky and jeans,"" Noah said.You're not hurting Trump by threatening Jim Beam and Levi's,"" given that he's a teetotaler who doesn't wear jeans.""You'd think Trump getting all these bad Yelp reviews on his tariff idea would make him think twice,"" he added, ""but jokes on you — he doesn't think once.""",0
222,"President Trump will sit down with European Commission President Jean-Claude Juncker on Wednesday to discuss trade with the European Union, and it's not likely to be an easy meeting.Trump earlier this month called the EU a ""foe,"" criticizing ""what they do to us in trade.""Trump on Tuesday tweeted a suggestion that ""both the U.S. and the EU drop all tariffs, barriers, and subsidies,"" but predicted that the EU wouldn't do it.While chances are extremely slim that the EU would go for any drastic change to its trade policies, EU trade commissioner Cecilia Malmström said last week that the bloc wants to find some way to ""create additional opportunities for trade and investment.""The European Union is coming to Washington tomorrow to negotiate a deal on Trade.",0
223,"On Friday, the Trump administration tried to quietly drop a bombshell.""Thirteen agencies, all part of the Trump administration, have released an official report saying that manmade climate change is not only real, but its effects are already here,"" Trevor Noah said on Monday's Daily Show.""So ... surely the Trump of the administration will finally come on board?""""So all I'm saying is, American news, maybe you should respect science as much as Maury Povich does.""""It was frustrated asylum-seekers at the border, throwing stones — which, we can be honest, probably isn't going to help their case.",0
224,"Secretary of State Mike Pompeo appeared on Fox News Sunday to talk trade war, Iran, and Friday's report that Deputy Attorney General Rod Rosenstein has proposed ousting President Trump from office using the 25th Amendment.""To the extent one wants to call this a trade war, we are determined to win it,"" Pompeo said of Trump's escalating tariffs on Chinese imports.He ignored a question from host Chris Wallace about how long the administration would maintain this course, repeating, ""We're going to win it.We're going to get an outcome which forces China to behave"" in accord with ""fundamental principles of trade around the world, fairness, reciprocity.""Turning to Iran, Pompeo pushed back on Iranian President Hassan Rouhani's angry response to Saturday's attack on an Iranian military parade.",0
225,"The latest battle in this year's U.S. vs. China trade war is the most brutal yet.President Trump imposed new tariffs on $200 billion in Chinese goods Monday, The Washington Post reports.The escalating trade war, which Secretary of State Mike Pompeo said the Trump administration is ""determined to win,"" has reached such heights that China is running out of American products to target, reports the Post.China's government accused the U.S. of ""trade bullying,"" after canceling trade talks due to the rising economic tensions.Read more at The Washington Post.",0
226,You are here: Home News / Donald Trump vs China Trade War.Donald Trump vs China Trade War.Like Like Love Haha Wow Sad Angry 1(ThyBlackMan.com) Is it possible that Donald Trump is winning on trade?China has made it no secret that it is aiming tariffs at areas of the country that voted for Donald Trump.Americans – especially in the Midwestern states whose products and workers China wants to punish – are generally behind Trump all the way.,0
227,"Soon, they were told, they would be having a private meeting with President Donald Trump.The topic was the imposition of tariffs on imported steel and other metals, measures the industry has long sought.As Trump talked, it seemed to Ferriola that the President was leaning toward action but hadn’t made up his mind.“They’ve destroyed the steel industry, they’ve destroyed the aluminum industry.” But, the President said, “we’re bringing it all back.”Washington flew into a tizzy.And so Washington, Wall Street and the steel industry wait to see which Trump will prevail: the gut-level protectionist or the good Republican soldier.",0
228,"By virtue of the trade imbalance, the U.S. has the potential to hurt China more than the other way around through the tariffs.For one, China may take any new government support into account when calculating future tariff retaliation, nullifying that support’s impact.While China needed foreign cash early in its economic liberalization and development in the 1980s and 1990s, for the last decade the country has been financially buoyant.As such, addressing the IP issue would involve China changing the entire way it interacts with foreign investment.“Does the U.S. have a plan to actually pursue and at least partly win this trade war?",0
229,"Setting aside the economic insanity of starting a large-scale trade war with America’s largest trading partner, the Trump gambit carries very real risks for his domestic plans.The most recent USDA Census says there are 49,146 farmers in Peterson’s district — the second highest number in the country.The seat was a rare bright spot for Republicans, as Walz has left it open in order to run for Governor.His state, with its 45 million acres of farmland, stands to lose big in a trade war against China.This is the dumbest possible way to do this.”Among the political hands at the White House, Sasse would find few objections.",0
230,"President Donald Trump’s trade war is getting personal for his Vice President.Mike Pence’s hometown of Columbus, Ind., is likely to be one of the hardest hit areas in the U.S. by Trump’s controversial tariffs, according to a report from the Brookings Institution.In the past, Cummins benefitted from Pence’s governorship due to business-friendly tax cuts he enacted.Cummins CEO, Tom Linebarger, said he is concerned about layoffs at the company in the wake of Trump’s stiff trade tariffs, particularly on steel and aluminum.Major cities like New York, Los Angeles, Chicago, Dallas and Seattle are massively invested in trade as well.",0
231,"Defence Minister Mohamad Sabu today reaffirmed warm defence relations with Singapore in his introductory visit.China did not immediately comment to USA media after the meeting between Mattis and Wei during the Association of Southeast Asian Nations conference.In addition to the Malaysian defence minister, Dr Ng also welcomed officials from Cambodia, Laos, Myanmar and Vietnam on Thursday.Mattis and Chinese General Wei Fenghe met on the sidelines of an Asian security conference in Singapore in an effort to normalize military relations.In September, China told the Pentagon that Wei would be unavailable to meet Mattis in Beijing, so that visit was cancelled.",0
232,"The head of the North Dakota Trade Office and counterparts in Minnesota are voicing concern over the impact of what appears to be an all out trade war between the U.S. and China.Effective last Friday, each country has slapped tariffs on tens of billions of dollars of each other’s exports, and Simon Wilson with the North Dakota Trade Office says consumers and businesses large and small are paying the price.Wilson says soybean farmers are among the first to take a solid hit, with a new, 25% tariff imposed by the Chinese Government on up to $1.8 billion in annual North Dakota soybean sales.The effect is even greater in Minnesota, and commodity sales across the board are being affected.In a statement issued Friday by the Minnesota Association of Wheat Growers, headquartered in Red Lake Falls; Executive Director Dave Torgerson said China has also stopped making new purchases of US Wheat.",0
233,"The two sides agreed to take effective measures to substantially decrease the U.S. trade deficit in goods with China.The two sides talked about the expansion of trade on manufactured goods and services, and have reached consensuses to create favorable conditions to increase trade in those areas.China will promote revision of related laws and regulations including the Patent Law, according to the statement.The two nations agreed to maintain high-level contact in this regard and actively seek to resolve their economic and trade concerns.Liu arrived in Washington on Tuesday afternoon for economic and trade consultations with the U.S. side at the invitation of the U.S. government.",0
234,"Help us stop Alt-Right and Trump!It's been three years since we last asked for your help.Help us keep independent media free and independent.Our survival counts on your £5-£10 per month donation so we can keep growing and expanding.In this season of giving, please give to keep progressive voices strong.",0
235,"Senator Debbie Stabenow was in Traverse City Friday to enjoy the National Cherry Festival and talk about her new farm bill.GRAND TRAVERSE COUNTY, Mich., (WPBN/WGTU) -- Senator Debbie Stabenow was in Traverse City Friday, enjoying the National Cherry Festival and talking about her new farm bill that recently passed the Senate.We also asked her for her thoughts on a potential trade war with China after President Trump announced tariffs on $34 billion worth of Chinese goods.Stabenow said she's worried this move will have unintended consequences for Michigan agricultural industry.Stabenow said she supports trade enforcement but she's worried that with the way it's being done now growers are going to get caught in the middle.",0
236,"China has urged the United States to return to rationality after President Donald Trump's administration ratcheted up pressure on Beijing over trade.""We hope that those directly involved in the United States' trade policies can calm down, carefully listen to the voices of USA consumers.and hear the collective call of the worldwide community"".According to Geng Shuang, ""if the United States takes action to further escalate the situation, China will undoubtedly take the necessary countermeasures to protect its legitimate rights and interests"".""For Chinese exports to the U.S., many of them are no longer produced in the United States itself"".-China trade at the Chinese Academy of Social Sciences in Beijing, said the tensions have reached a ""critical moment"".",0
237,"As CNN writes in the article China's new economic guru is trying to stop a trade war, experts say his mission appears to be an effort by Beijing to dial down the tensions that President Trump has helped fuel with recent tariffs on solar panels and threats of more punishing measures to come.Beijing is ""worried"" about the prospect of more tariffs on Chinese exports, but is also confident that it could outlast the US if a full-blown trade war were to break out, Kennedy added.A former schoolmate of the Chinese president, Liu is a key architect of China's economic policy during Xi's presidency.The US trade deficit in goods with China soared to $375 billion last year, according to the US Census Bureau.Trump often cites the trade deficit as a key measure of economic relations between two countries.",0
238,"China slapped retaliatory tariffs on US$16 billion in USA goods on Thursday as Washington imposed similar levies, saying Beijing had to ""counter-attack"" as trade tensions persist.The latest tit-for-tat escalation was initiated this afternoon in Asian trade (12:01am USA time), when the U.S. Customs and Border Protection confirmed on its website that tariffs would go into effect on another 279 Chinese product categories.China said it will also file a legal challenge with the World Trade Organization (WTO) over the US' increase, which American officials say was a response to unfair trade practices by Beijing.The video was yanked without explanation on Wednesday, just hours before representatives from China and the United States met in Washington to discuss the trade situation.That leaves about $20 billion for penalties after tariffs already imposed or planned on a total of $110 billion.",0
239,"If you’re camping out in the wilderness, you need a dependable light that’s adaptable enough to...",0
240,"A defiant President Trump tweeted on Friday, ""trade wars are good, and easy to win.""The tariffs are intended to protect America's domestic steel and aluminum industries, which Trump said ""used to be a lot bigger.""Like many farmers, Duncanson is heavily dependent on export markets in Europe and Asia.AILSA CHANG, HOST:A defiant President Trump declared today, trade wars are good and easy to win.KRISTIN DUNCANSON: Farmers oftentimes get stuck in this tit-for-tat retaliation kind of scenario.",0
241,"The U.S. president can rapidly utilize all the soft power reserves which the United States has at its disposal.Brussels’s main strategic interest in this battle is to ensure that the multilateral trade framework, including the World Trade Organization, would survive.In many respects, the United States and the EU are in a similar position with regard to China.Even though the EU and the U.S. are natural partners in rewriting world trade rules with China, Trump's strategy risks depriving Washington of a strategic ally.This may be as harmful as the economic effects of Trump’s tariffs on the U.S. and world economy.",0
242,"This has been interpreted as a clear signal that the trade war has already had a real impact on the U.S. economy, and as a promise that Donald Trump is determined to make increasing tariffs a primary element of this trade war.As the trade war expands, more and more American businesses will suffer.The vast majority of Chinese people understand very clearly that this trade war has been foisted upon us by America.Now the trade war has begun, and Chinese society’s basic attitude about it is, “If you can't do anything to prevent it, you might as well sit back and enjoy it.” In fact, people are calmer now than before the trade war began in earnest.Perhaps it is only with a trade war of this scale that America will be able to remember the value of Sino-U.S. cooperation.",0
243,"During his appearance at the Ohio State Fair yesterday, Ohio Governor John Kasich blasted the Trump administration's trade war with China and the effect it is having on Ohio farmers.Ohio Public Radio's Andy Chow reports.Ohio’s number one industry, agriculture, is on full display at the Ohio State Fair.That’s why Governor John Kasich is so concerned with the latest decisions coming out of Washington, D.C.President Donald Trump’s tariffs on China have triggered a trade war, resulting in a tumultuous market for farmers.And now the White House is dedicating $12 billion in emergency relief for farmers.",0
244,"ULTIMATE SALE: SAVE 90%Try 3 months of Digital Plus for just $3Cancel anytime.Offer ends 11/26? Unlimited access to E-Edition (PDF of newspaper)? Unlimited articles, complete access to wcfcourier.com and apps? Skip article surveys",0
245,"Kentucky’s bourbon association is worried that a drawn-out trade war could slow down growth of the state’s signature distilling industry.The group is inviting distilling companies from around the world to discuss tariffs at a “whiskey summit” next week.Kentucky Distillers Association President Eric Gregory says distillers are worried that if the dispute escalates, it’ll offset some of the industry’s massive growth over the past decade.“There are no winners in trade wars, we know that historically from a business perspective,”Gregory says he’s inviting distilling associations from other countries for a “whiskey summit” in Louisville next to discuss ways to stop the trade disputes.According to the Kentucky Distillers Association, the state’s bourbon exports to Europe have grown by 10 percent every year for the last five years.",0
246,"While a new 25 percent tariff is just a threat from the region's largest buyer, the signs of a trade war between President Trump’s tariff list and China’s has farmers caught in its crosshairs.Soybean farmers by overnight have lost 1.72 billion in value.Trade is extremely important to soybean farmers, not just in Ohio but all over the country,” said Jennifer Coleman.Coleman, communications director for the Ohio Soybean Association said over the past decade exports from Ohio, West Virginia and Kentucky topped $2 billion in products to NAFTA countries.But it’s Kentucky and Ohio that has the most to lose in tariff threats on soybeans.",0
247,"China is now one of the biggest importers of Maine lobster in the world.(WGME)ARUNDEL (WGME) – Two Maine companies are worried they'll pay the price of President Donald Trump's trade war.China is now one of the biggest importers of Maine lobster in the world.Friday afternoon, China did retaliate, after the Trump administration announced additional 25 percent tariffs on more $34 billion worth of Chinese imports.China then announced it will impose a new 25 percent tariff on U.S. automobiles, agricultural, and aquatic products, including lobster.",0
248,"WASHINGTON, D.C.–The escalating trade war between President Donald Trump and China has Iowa Senator Joni Ernst concerned about its impact on her home state and she called on the President to “reconsider these tariffs” that he levied on Chinese goods.March 8th: Trade tension between the two countries in recent weeks as President Trump announced tariffs on Chinese steel and aluminum.Sunday: China fired back with tariffs on American exports that included hogs-which could hit Iowa especially hard, since it is the nation’s largest hog-producing state–as well as 127 other products.Tuesday: President Trump then responded with additional tariffs on 1,300 Chinese products.Wednesday afternoon Ernst released this statement about the trade tension between the countries:",0
